1560248561:[MONITR,461]battery 15292mV,   12444uA
1560248562:[OILLVL,113]0/5 hit(s), unswitched
1560248567:[PUMP  ,367]during 300000ms
1560248568:[MONITR,461]battery 15091mV,  448594uA
1560248568:[OILLVL,113]0/5 hit(s), unswitched
1560248569:[MONITR,461]battery 14742mV, 1623332uA
1560248569:[OILLVL,113]0/5 hit(s), unswitched
1560248570:[OILLVL,113]0/5 hit(s), unswitched
1560248572:[OILLVL,113]0/5 hit(s), unswitched
1560248573:[OILLVL,113]0/5 hit(s), unswitched
1560248574:[OILLVL,113]0/5 hit(s), unswitched
1560248575:[OILLVL,113]0/5 hit(s), unswitched
1560248576:[OILLVL,113]0/5 hit(s), unswitched
1560248577:[OILLVL,113]0/5 hit(s), unswitched
1560248578:[OILLVL,113]0/5 hit(s), unswitched
1560248579:[OILLVL,113]5/5 hit(s), switched
1560248580:[OILLVL,113]5/5 hit(s), switched
1560248581:[OILLVL,113]5/5 hit(s), switched
1560248582:[MONITR,461]battery 14898mV,  835090uA
1560248583:[SURFIN,117]external bladder full
1560248583:[TESTMD, 60]pump run 14s
1560248583:[MONITR,461]battery 15145mV,   62342uA
1560248588:[BYPASS,147]opening 30000ms
1560248590:[MONITR,461]battery 15033mV,  347822uA
1560248595:[MONITR,461]battery 15213mV,   15006uA
1560248624:[MONITR,461]battery 15045mV,  409798uA
1560248629:[MONITR,461]battery 15190mV,  115046uA
1560248633:[SURFIN, 82]filling external bladder
1560248634:[OILLVL,113]0/5 hit(s), unswitched
1560248635:[MONITR,461]battery 15258mV,   12322uA
1560248635:[OILLVL,113]0/5 hit(s), unswitched
1560248636:[OILLVL,113]0/5 hit(s), unswitched
1560248641:[PUMP  ,367]during 300000ms
1560248642:[OILLVL,113]0/5 hit(s), unswitched
1560248643:[MONITR,461]battery 14806mV, 1258186uA
1560248643:[OILLVL,113]0/5 hit(s), unswitched
1560248644:[MONITR,461]battery 14718mV, 1590514uA
1560248644:[OILLVL,113]0/5 hit(s), unswitched
1560248646:[OILLVL,113]0/5 hit(s), unswitched
1560248647:[OILLVL,113]0/5 hit(s), unswitched
1560248648:[OILLVL,113]0/5 hit(s), unswitched
1560248649:[OILLVL,113]0/5 hit(s), unswitched
1560248650:[OILLVL,113]0/5 hit(s), unswitched
1560248651:[OILLVL,113]0/5 hit(s), unswitched
1560248652:[OILLVL,113]0/5 hit(s), unswitched
1560248653:[OILLVL,113]0/5 hit(s), unswitched
1560248654:[OILLVL,113]0/5 hit(s), unswitched
1560248655:[OILLVL,113]0/5 hit(s), unswitched
1560248656:[OILLVL,113]0/5 hit(s), unswitched
1560248657:[OILLVL,113]0/5 hit(s), unswitched
1560248658:[OILLVL,113]0/5 hit(s), unswitched
1560248659:[OILLVL,113]0/5 hit(s), unswitched
1560248660:[OILLVL,113]0/5 hit(s), unswitched
1560248661:[OILLVL,113]0/5 hit(s), unswitched
1560248662:[OILLVL,113]0/5 hit(s), unswitched
1560248663:[OILLVL,113]0/5 hit(s), unswitched
1560248664:[OILLVL,113]0/5 hit(s), unswitched
1560248665:[OILLVL,113]0/5 hit(s), unswitched
1560248666:[OILLVL,113]0/5 hit(s), unswitched
1560248668:[OILLVL,113]0/5 hit(s), unswitched
1560248669:[OILLVL,113]0/5 hit(s), unswitched
1560248670:[OILLVL,113]0/5 hit(s), unswitched
1560248671:[OILLVL,113]0/5 hit(s), unswitched
1560248672:[OILLVL,113]0/5 hit(s), unswitched
1560248673:[OILLVL,113]0/5 hit(s), unswitched
1560248674:[OILLVL,113]0/5 hit(s), unswitched
1560248675:[OILLVL,113]0/5 hit(s), unswitched
1560248676:[OILLVL,113]0/5 hit(s), unswitched
1560248677:[OILLVL,113]0/5 hit(s), unswitched
1560248678:[OILLVL,113]0/5 hit(s), unswitched
1560248679:[OILLVL,113]0/5 hit(s), unswitched
1560248680:[OILLVL,113]0/5 hit(s), unswitched
1560248681:[OILLVL,113]0/5 hit(s), unswitched
1560248682:[OILLVL,113]0/5 hit(s), unswitched
1560248683:[OILLVL,113]0/5 hit(s), unswitched
1560248684:[OILLVL,113]0/5 hit(s), unswitched
1560248685:[OILLVL,113]0/5 hit(s), unswitched
1560248686:[OILLVL,113]0/5 hit(s), unswitched
1560248687:[OILLVL,113]0/5 hit(s), unswitched
1560248689:[OILLVL,113]0/5 hit(s), unswitched
1560248690:[OILLVL,113]0/5 hit(s), unswitched
1560248691:[OILLVL,113]0/5 hit(s), unswitched
1560248692:[OILLVL,113]0/5 hit(s), unswitched
1560248693:[OILLVL,113]0/5 hit(s), unswitched
1560248694:[OILLVL,113]0/5 hit(s), unswitched
1560248695:[OILLVL,113]0/5 hit(s), unswitched
1560248696:[OILLVL,113]0/5 hit(s), unswitched
1560248697:[OILLVL,113]0/5 hit(s), unswitched
1560248698:[OILLVL,113]0/5 hit(s), unswitched
1560248699:[OILLVL,113]0/5 hit(s), unswitched
1560248700:[OILLVL,113]0/5 hit(s), unswitched
1560248701:[OILLVL,113]0/5 hit(s), unswitched
1560248702:[OILLVL,113]0/5 hit(s), unswitched
1560248703:[OILLVL,113]0/5 hit(s), unswitched
1560248704:[OILLVL,113]0/5 hit(s), unswitched
1560248705:[OILLVL,113]0/5 hit(s), unswitched
1560248706:[OILLVL,113]0/5 hit(s), unswitched
1560248707:[OILLVL,113]0/5 hit(s), unswitched
1560248708:[OILLVL,113]0/5 hit(s), unswitched
1560248709:[OILLVL,113]0/5 hit(s), unswitched
1560248711:[OILLVL,113]0/5 hit(s), unswitched
1560248712:[OILLVL,113]0/5 hit(s), unswitched
1560248713:[OILLVL,113]0/5 hit(s), unswitched
1560248714:[OILLVL,113]0/5 hit(s), unswitched
1560248715:[OILLVL,113]0/5 hit(s), unswitched
1560248716:[OILLVL,113]0/5 hit(s), unswitched
1560248717:[OILLVL,113]0/5 hit(s), unswitched
1560248718:[OILLVL,113]0/5 hit(s), unswitched
1560248719:[OILLVL,113]0/5 hit(s), unswitched
1560248720:[OILLVL,113]0/5 hit(s), unswitched
1560248721:[OILLVL,113]0/5 hit(s), unswitched
1560248722:[OILLVL,113]0/5 hit(s), unswitched
1560248723:[OILLVL,113]0/5 hit(s), unswitched
1560248724:[OILLVL,113]0/5 hit(s), unswitched
1560248725:[OILLVL,113]0/5 hit(s), unswitched
1560248726:[OILLVL,113]0/5 hit(s), unswitched
1560248727:[MONITR,461]battery 14466mV, 1531832uA
1560248727:[OILLVL,113]0/5 hit(s), unswitched
1560248728:[OILLVL,113]0/5 hit(s), unswitched
1560248729:[OILLVL,113]0/5 hit(s), unswitched
1560248730:[OILLVL,113]0/5 hit(s), unswitched
1560248731:[OILLVL,113]0/5 hit(s), unswitched
1560248733:[OILLVL,113]0/5 hit(s), unswitched
1560248734:[OILLVL,113]0/5 hit(s), unswitched
1560248735:[OILLVL,113]0/5 hit(s), unswitched
1560248736:[OILLVL,113]4/5 hit(s), switched
1560248737:[OILLVL,113]5/5 hit(s), switched
1560248738:[OILLVL,113]5/5 hit(s), switched
1560248738:[MONITR,461]battery 14482mV, 1392508uA
1560248739:[MONITR,461]battery 14777mV,  255590uA
1560248740:[SURFIN,117]external bladder full
1560248740:[TESTMD, 73]pump run 97s
1560248741:[MONITR,461]battery 14881mV,   37332uA
1560248745:[TESTMD, 81]test done
1560248833:[TESTMD,364]"pumpf 30"
1560248834:[OILLVL,113]0/5 hit(s), unswitched
1560248835:[OILLVL,113]0/5 hit(s), unswitched
1560248835:[MONITR,461]battery 15167mV,   12322uA
1560248836:[OILLVL,113]0/5 hit(s), unswitched
1560248841:[PUMP  ,367]during 30000ms
1560248842:[MONITR,461]battery 14933mV,  585356uA
1560248842:[OILLVL,113]0/5 hit(s), unswitched
1560248843:[OILLVL,113]3/5 hit(s), switched
1560248843:[MONITR,461]battery 14661mV, 1556354uA
1560248844:[OILLVL,113]5/5 hit(s), switched
1560248845:[OILLVL,113]5/5 hit(s), switched
1560248847:[MONITR,461]battery 14973mV,  377712uA
1560248848:[MONITR,461]battery 15107mV,   44774uA
1560248876:[TESTMD,364]"pumpf 30"
1560248877:[OILLVL,113]4/5 hit(s), switched
1560248878:[OILLVL,113]5/5 hit(s), switched
1560248879:[OILLVL,113]5/5 hit(s), switched
1560249018:[TESTMD,364]"pumpf 120"
1560249019:[OILLVL,113]4/5 hit(s), switched
1560249021:[OILLVL,113]5/5 hit(s), switched
1560249022:[OILLVL,113]5/5 hit(s), switched
